channel,spend,revenue,impressions,clicks,conversions,ctr,roas
YouTube,1471,3752.85,77536,41395,3429,53.39,2.55
Twitter,1498,8537.02,435733,4461,220,1.02,5.7
Pinterest,4422,23159.31,217532,21985,2982,10.11,5.24
Twitter,1658,9016.18,209606,44471,2266,21.22,5.44
Instagram,2719,13510.78,376418,18500,3874,4.91,4.97
Pinterest,4605,18401.31,419395,17016,1465,4.06,4.0
Instagram,3458,17020.54,175486,31555,1339,17.98,4.92
Google,3811,16047.86,497581,40571,864,8.15,4.21
Snapchat,3361,18169.74,345979,44767,525,12.94,5.41
Snapchat,3579,16043.92,68478,10359,3913,15.13,4.48
Pinterest,2250,12247.2,333018,37031,2510,11.12,5.44
Meta,4620,18775.79,495046,9861,1601,1.99,4.06
Meta,4874,15674.09,337390,47050,4392,13.95,3.22
Email,4646,23539.54,268543,1324,245,0.49,5.07
Email,1265,4820.11,326612,13578,4054,4.16,3.81
LinkedIn,582,1816.51,25452,34683,978,136.27,3.12
Google,3067,9778.41,424489,42623,1199,10.04,3.19
LinkedIn,3824,12614.84,285748,32818,4708,11.48,3.3
Snapchat,1980,5360.33,109551,44634,1820,40.74,2.71
Pinterest,1022,3720.29,432607,46317,4129,10.71,3.64
Snapchat,1868,11002.95,440491,31926,1292,7.25,5.89
Twitter,3838,7878.27,128904,32206,681,24.98,2.05
Instagram,2002,10889.39,361892,35414,976,9.79,5.44
Snapchat,1924,8895.71,191181,14343,1649,7.5,4.62
TikTok,552,2876.67,406442,47016,4722,11.57,5.21
YouTube,4924,15424.22,141348,14300,1872,10.12,3.13
YouTube,4444,18368.58,173541,11394,4032,6.57,4.13
Google,3782,20899.43,497296,19992,2091,4.02,5.53
LinkedIn,1178,3916.22,174294,46207,3276,26.51,3.32
Meta,1018,4487.92,291354,9769,670,3.35,4.41
Meta,3722,17938.53,107920,36779,4522,34.08,4.82
Instagram,1674,4873.9,490680,48300,278,9.84,2.91
Snapchat,1504,3907.65,366823,40634,3322,11.08,2.6
TikTok,3287,10214.92,300646,34176,4025,11.37,3.11
Pinterest,1014,3576.38,234786,47921,4320,20.41,3.53
Google,2343,9202.49,386508,22525,4446,5.83,3.93
Google,2800,6288.47,280916,49346,3393,17.57,2.25
TikTok,4646,25338.6,260246,15755,2514,6.05,5.45
Email,1266,2568.3,313597,25453,2180,8.12,2.03
YouTube,3020,12374.51,137447,10338,278,7.52,4.1
Snapchat,1642,7785.46,458911,28618,2653,6.24,4.74
Instagram,2261,8542.37,213255,15264,3911,7.16,3.78
Pinterest,3272,15822.4,248092,24167,4596,9.74,4.84
Snapchat,523,1747.11,275676,32732,3044,11.87,3.34
Meta,2572,13495.8,37573,49315,918,131.25,5.25
Email,3322,7254.9,224995,32107,3433,14.27,2.18
TikTok,4239,18334.42,282956,13879,4197,4.91,4.33
YouTube,2074,8628.3,210427,16836,2478,8.0,4.16
Instagram,4211,11783.35,140003,38804,446,27.72,2.8
Pinterest,1819,7865.98,365163,1590,1860,0.44,4.32
Snapchat,4530,10694.12,194324,15957,3565,8.21,2.36
Snapchat,4729,16016.15,38601,19871,141,51.48,3.39
Email,1153,3821.2,218041,9645,61,4.42,3.31
TikTok,3017,15235.78,480717,42533,3572,8.85,5.05
LinkedIn,4790,14014.78,60182,11519,4159,19.14,2.93
LinkedIn,4619,12334.46,83828,16603,3388,19.81,2.67
Meta,3426,15608.77,305000,42755,1128,14.02,4.56
Email,1634,4685.21,414594,13561,4465,3.27,2.87
Meta,945,2828.72,275935,29633,2995,10.74,2.99
Google,3706,12263.75,475903,10262,2507,2.16,3.31
Instagram,3560,14681.6,492077,39328,4445,7.99,4.12
Instagram,3986,13056.53,462065,25781,1562,5.58,3.28
Meta,608,2103.26,127687,47444,1186,37.16,3.46
Instagram,2207,9806.87,379241,11890,2344,3.14,4.44
Email,3256,15470.95,278310,41617,4826,14.95,4.75
Email,4971,28388.66,444347,16255,1280,3.66,5.71
Instagram,4127,15262.73,79414,17692,222,22.28,3.7
TikTok,2628,7117.05,170824,42323,402,24.78,2.71
TikTok,1683,3696.65,468370,44615,2079,9.53,2.2
Google,4565,16253.23,32018,32902,511,102.76,3.56
Snapchat,4981,14151.77,435417,15581,60,3.58,2.84
Instagram,3096,10912.86,394936,7925,2200,2.01,3.52
Snapchat,2626,8184.23,223201,9856,3139,4.42,3.12
Pinterest,4664,10916.34,148655,9340,3187,6.28,2.34
Meta,2917,12218.11,296443,41781,1463,14.09,4.19
Twitter,3220,14619.55,169107,21761,3588,12.87,4.54
Instagram,4830,22029.03,174073,47006,2835,27.0,4.56
TikTok,2986,9951.15,497501,15955,2381,3.21,3.33
TikTok,664,1359.34,165518,6482,4652,3.92,2.05
TikTok,4650,18220.91,51035,29447,67,57.7,3.92
Google,819,3602.24,443447,21177,975,4.78,4.4
Meta,2375,5202.26,469579,6792,2090,1.45,2.19
Google,3792,11237.11,352460,36888,1903,10.47,2.96
Instagram,881,2029.56,345415,27891,461,8.07,2.3
LinkedIn,4584,17363.9,136685,7996,4878,5.85,3.79
LinkedIn,2420,5441.51,411791,30969,567,7.52,2.25
Snapchat,1718,9996.29,355437,35867,3517,10.09,5.82
LinkedIn,4017,17359.87,439270,22122,2743,5.04,4.32
YouTube,4896,26869.75,73283,33587,3938,45.83,5.49
TikTok,719,3480.89,476274,41710,1839,8.76,4.84
Pinterest,1193,4190.35,297153,24668,1992,8.3,3.51
Pinterest,2143,9170.09,353146,7394,3089,2.09,4.28
Snapchat,837,3195.84,442466,6148,1831,1.39,3.82
Instagram,1824,5903.73,110777,10111,1651,9.13,3.24
Email,1947,11456.12,36234,45322,2457,125.08,5.88
Instagram,1806,3758.2,32213,15276,4303,47.42,2.08
Google,2975,14043.66,51850,13810,1463,26.63,4.72
TikTok,4296,22398.26,427701,3331,781,0.78,5.21
YouTube,2833,11111.66,289510,12715,601,4.39,3.92
Snapchat,4834,18424.73,354702,22784,3450,6.42,3.81
Twitter,4515,21666.21,399373,28412,3066,7.11,4.8
TikTok,3615,9629.74,67826,4932,2521,7.27,2.66
Pinterest,2672,7499.48,411941,6772,3847,1.64,2.81
Twitter,2996,7937.27,461018,26906,3729,5.84,2.65
Pinterest,3442,9004.74,87672,20256,1105,23.1,2.62
Meta,1416,7499.61,98248,44846,4567,45.65,5.3
YouTube,1369,5964.39,485715,20029,4607,4.12,4.36
Twitter,1499,4354.58,315524,26151,1171,8.29,2.9
Pinterest,785,4079.02,401793,38951,2734,9.69,5.2
LinkedIn,3448,15156.56,213083,20912,4274,9.81,4.4
Instagram,3175,16042.76,493365,7008,2551,1.42,5.05
Meta,4811,26978.07,78041,20444,1604,26.2,5.61
Meta,2001,6235.61,488143,2775,674,0.57,3.12
